module	trait	nObs	bicor	Z	t	p
firebrick3	infant_gender_mth3	41	-0.139719822829869	-0.878295326128881	0.881193572862095	0.383611625364713
firebrick3	feeding_mth3	41	-0.0771763634643744	-0.482926563972652	0.483408020722268	0.631509093505416
firebrick3	ex_feeding_mth3	41	0.0771763634643744	0.482926563972652	0.483408020722268	0.631509093505416
firebrick3	feeding_mth6	42	0.201645000788717	1.29303437356721	1.30206102277543	0.200343780093326
firebrick3	ex_feeding_mth6	42	-0.201645000788717	-1.29303437356721	1.30206102277543	0.200343780093326
firebrick3	infant_weight_bbmr	23	0.13911731162034	0.641676785534995	0.643775745673534	0.526689914261581
firebrick3	breastfeeding	42	0.292434438994658	1.90512236653434	1.93406429776978	0.0602019478805511
firebrick3	n_weights_pre	43	0.0634457318633507	0.40679732595926	0.407071033527251	0.686073291292018
firebrick3	n_weights_post	42	0.170581985178072	1.08950603485621	1.09490265752347	0.28010852376241
firebrick3	n_weights_total	43	0.0651182166078851	0.417550891697509	0.417846887449803	0.678239395336778
firebrick3	tasks_comp_pre	19	0.116695871726805	0.483351512021623	0.484459378674895	0.634242621335903
firebrick3	tasks_fail_pre	19	0.447260446197766	1.98432865231105	2.06182278722239	0.0548549303990364
firebrick3	total_tasks_pre	19	0.224739538768773	0.942715996857076	0.950951261762345	0.354954379535984
firebrick3	prop_tasks_pre	17	-0.443883807880578	-1.84763497752305	1.91851871153608	0.0742811926190203
firebrick3	tasks_comp_post	19	-0.176313421931664	-0.73463541080703	0.738528593122461	0.470267271564247
firebrick3	tasks_fail_post	19	0.0175359611026456	0.0723100324985539	0.0723137393243553	0.943196214685263
firebrick3	total_tasks_post	19	-0.151132841028522	-0.627947150379181	0.630377522488088	0.536830115805648
firebrick3	prop_tasks_post	18	-0.142207657091121	-0.572712328808304	0.574671099079643	0.5735059967569
firebrick3	n_goals_pre	19	0.116695871726805	0.483351512021623	0.484459378674895	0.634242621335903
firebrick3	n_achieved_pre	17	-0.200027331363376	-0.785290070708421	0.790681954232282	0.441452291344934
firebrick3	prop_achieved_pre	17	-0.269974907955717	-1.0721841524364	1.08593184069901	0.294653207474983
firebrick3	n_goals_post	19	-0.176313421931664	-0.73463541080703	0.738528593122461	0.470267271564247
firebrick3	n_achieved_post	18	-0.289634770032243	-1.19267017416906	1.21042106535345	0.243695726835502
firebrick3	prop_achieved_post	18	-0.0642083888346428	-0.25718738169252	0.257364624046108	0.80017789683292
firebrick3	do_you_prepare_your_own_fo_base	43	0.165996531463899	1.07282371525362	1.07785014414795	0.287401577577632
firebrick3	ever_have_trouble_being_ab_base	43	0.00924621915328302	0.0592063772385595	0.0592072209077961	0.953074705463259
firebrick3	follow_a_special_diet_eat_base	43	0.0996125260478968	0.639953689979092	0.641019616915091	0.525077085027989
firebrick3	how_willing_are_you_to_mak_base	43	0.248585991321036	1.62578592111481	1.64331078933332	0.107966864905922
firebrick3	do_you_prepare_your_own_fo_wk26	41	0.00558843084381109	0.0349001027533901	0.0349002844157442	0.97233727385498
firebrick3	ever_have_trouble_being_ab_wk26	41	0.124373992001925	0.78075789297575	0.782793400418499	0.438476054205993
firebrick3	follow_a_special_diet_eat_wk26	41	0.108381729085463	0.679512721712084	0.680854355554044	0.499986355349833
firebrick3	how_willing_are_you_to_mak_wk26	41	0.213477398621994	1.35399032274823	1.36462321761751	0.180193867341485
firebrick3	do_you_prepare_your_own_fo_wk36	41	-0.0859278736446915	-0.537946008558053	0.538611528902684	0.593216160087125
firebrick3	ever_have_trouble_being_ab_wk36	41	0.110142284657551	0.690640233050642	0.692048890320425	0.493006548763945
firebrick3	follow_a_special_diet_eat_wk36	41	0.0526509883445952	0.329109653167052	0.329262011535168	0.743719461814437
firebrick3	how_willing_are_you_to_mak_wk36	41	0.0242807611697532	0.151663114192649	0.15167802279248	0.88022280811204
firebrick3	do_you_prepare_your_own_fo_mth3	41	0.0711724470007043	0.445224571493825	0.445601823784013	0.658348782949349
firebrick3	ever_have_trouble_being_ab_mth3	41	-0.14924106699945	-0.939023654306518	0.942566112086125	0.351705389609937
firebrick3	follow_a_special_diet_eat_mth3	41	0.319963974110252	2.07088488529665	2.10904762318536	0.0414130876151775
firebrick3	how_willing_are_you_to_mak_mth3	41	0.347020160483412	2.26101366585999	2.3107346435682	0.0262238671274859
firebrick3	do_you_prepare_your_own_fo_mth6	42	0.158125521865515	1.00853610797519	1.01281582714421	0.317235668249701
firebrick3	ever_have_trouble_being_ab_mth6	42	0.0910964001909881	0.577745926522461	0.578549786926348	0.566136542938191
